f: others/collisionSave.py
c: very stable 3 moon system
v: ["colors", [(0.3, 0.85, 0.88), (0.12, 0.37, 0.08), (0.33, 0.47, 0.61), (0.41, 0.46, 0.54), (0.75, 0.21, 0.68), (0.65, 0.02, 0.14), (0.06, 0.84, 0.65), (0.02, 0.84, 0.3), (0.67, 0.11, 0.75), (0.33, 0.61, 0.68), (0.22, 1.0, 0.52), (0.66, 0.91, 0.42), (0.51, 0.16, 0.27), (0.54, 0.78, 0.97), (0.85, 0.96, 0.99), (0.19, 0.41, 0.93), (0.93, 0.86, 0.52), (0.58, 0.34, 0.99), (0.84, 0.42, 0.19), (0.73, 0.86, 0.33), (0.34, 1.0, 0.6), (0.22, 0.26, 0.66), (0.89, 0.68, 0.91), (0.04, 0.45, 0.89), (0.48, 0.68, 0.49), (0.78, 0.06, 0.83), (0.12, 0.46, 0.85), (0.04, 0.4, 0.45), (0.6, 0.84, 0.52), (0.89, 0.14, 0.64), (0.96, 0.91, 0.13), (0.28, 0.07, 0.64), (0.98, 0.68, 0.42), (0.18, 0.98, 0.32), (0.31, 0.77, 0.03), (0.56, 0.59, 0.38), (0.0, 0.15, 0.93), (0.6, 0.91, 0.93), (0.79, 0.73, 0.7), (0.8, 0.33, 0.82), (0.51, 0.25, 0.42), (0.69, 0.82, 0.78), (0.33, 0.71, 0.03), (0.08, 0.04, 0.16), (0.68, 0.63, 0.17), (0.07, 0.77, 0.35), (0.58, 1.0, 0.48), (1.0, 0.48, 0.58), (0.62, 0.68, 0.3), (0.17, 0.59, 0.54), (0.69, 0.13, 0.85), (0.97, 0.98, 0.77), (0.72, 0.86, 0.01), (0.81, 0.3, 0.65), (0.32, 0.1, 0.79), (0.12, 0.14, 0.91), (0.42, 0.27, 0.56), (0.78, 0.17, 0.84), (0.44, 0.17, 0.07), (0.59, 0.98, 0.04), (0.97, 0.64, 0.86), (0.8, 0.45, 0.9), (0.1, 0.42, 0.57), (0.67, 0.91, 0.17), (0.71, 0.32, 0.94), (0.42, 0.64, 0.39), (0.22, 0.61, 0.98), (0.53, 0.33, 0.0), (0.38, 0.52, 0.56), (0.14, 0.13, 0.71), (0.75, 0.71, 0.4), (0.54, 0.93, 0.77), (0.34, 0.71, 0.95), (0.51, 0.71, 0.19), (0.03, 0.73, 0.76), (0.73, 0.43, 0.04), (1.0, 0.37, 0.4), (0.12, 0.38, 0.54), (0.46, 0.09, 0.19), (0.44, 0.27, 0.6), (0.01, 0.75, 0.39), (0.11, 0.13, 0.56), (0.38, 0.87, 0.04), (0.81, 0.89, 0.92), (0.33, 0.21, 0.75), (0.78, 0.15, 0.94), (0.42, 0.48, 0.99), (0.78, 0.87, 0.07), (0.71, 0.82, 0.4), (0.44, 0.31, 0.86), (0.32, 0.88, 0.71), (0.81, 0.8, 0.77), (0.49, 0.93, 0.62), (0.88, 0.14, 0.52), (0.67, 0.74, 0.27), (0.09, 0.71, 0.18), (0.8, 0.57, 0.62), (0.45, 0.23, 0.9), (0.67, 0.16, 0.85), (0.52, 0.77, 0.74), (0.85, 0.85, 0.71), (0.08, 0.83, 0.2), (0.99, 0.19, 0.88), (0.42, 0.0, 0.86), (0.59, 0.46, 0.73), (0.55, 0.69, 0.85), (0.78, 0.17, 0.14), (0.54, 0.07, 0.53), (0.29, 0.22, 0.28), (0.95, 0.16, 0.62), (0.57, 0.52, 0.4), (0.87, 1.0, 0.92), (0.92, 0.29, 0.99), (0.15, 0.33, 0.16), (0.93, 0.25, 0.53), (0.9, 0.75, 0.26), (0.34, 0.44, 0.89), (0.6, 0.15, 0.71), (0.48, 0.26, 0.69), (0.43, 0.19, 0.79), (0.6, 0.54, 0.19), (0.1, 1.0, 0.38), (0.9, 0.08, 0.46), (0.87, 0.24, 0.71), (0.98, 0.39, 0.93), (0.59, 0.98, 0.43), (0.17, 0.07, 0.53), (1.0, 0.34, 0.59), (0.67, 0.34, 0.83), (0.42, 0.65, 0.7), (0.02, 0.25, 0.66), (0.3, 0.38, 0.47), (0.21, 0.82, 0.31), (0.18, 0.43, 0.63), (0.78, 0.96, 0.18), (0.23, 0.99, 0.56), (1.0, 0.08, 0.99), (0.32, 0.49, 0.31), (0.64, 0.53, 0.4), (0.35, 0.98, 0.71), (0.5, 0.48, 0.42), (0.35, 0.55, 0.09), (0.48, 0.52, 0.45), (0.86, 0.93, 0.47), (0.71, 0.24, 0.15), (0.25, 0.23, 0.09), (0.86, 0.9, 0.23), (0.51, 1.0, 0.01), (0.3, 0.84, 0.57), (0.8, 0.96, 0.4), (0.12, 0.05, 0.07), (0.71, 0.26, 0.8), (0.22, 0.24, 0.96), (0.51, 0.37, 0.85), (0.13, 0.95, 0.9), (0.3, 0.18, 0.55), (0.4, 0.89, 0.35), (0.05, 0.47, 0.52), (0.2, 0.46, 0.12), (0.14, 0.54, 0.5), (0.45, 1.0, 0.51), (0.54, 0.53, 0.84), (0.69, 0.9, 0.95), (0.45, 0.62, 0.32), (0.36, 0.61, 0.42), (0.64, 0.44, 0.63), (0.37, 0.95, 0.05), (0.27, 0.36, 0.83), (0.47, 0.12, 0.43), (0.61, 0.86, 0.53), (0.35, 0.21, 0.89), (0.81, 0.58, 0.93), (0.0, 0.14, 0.35), (0.06, 0.17, 0.84), (0.98, 0.9, 0.87), (0.95, 0.7, 0.02), (0.48, 0.56, 0.94), (0.91, 0.92, 0.06), (0.24, 0.99, 0.05), (0.25, 1.0, 0.58), (0.74, 0.21, 0.41), (0.55, 0.5, 0.19), (0.8, 0.37, 0.27), (0.09, 0.56, 0.96), (0.37, 0.9, 0.55), (0.1, 0.82, 0.91), (0.07, 0.89, 0.71), (0.6, 0.82, 0.15), (0.63, 0.89, 0.75), (0.42, 0.66, 0.7), (0.67, 0.64, 0.88), (0.2, 0.11, 0.63), (0.15, 0.25, 0.92), (0.31, 0.55, 0.93), (0.88, 0.54, 0.3), (0.86, 0.5, 0.27), (0.6, 0.63, 0.59), (0.89, 0.14, 0.57), (0.62, 0.59, 0.81), (0.49, 0.05, 0.54), (0.99, 0.83, 0.96), (0.7, 0.25, 0.94), (0.52, 0.41, 0.4), (0.61, 0.69, 0.03), (0.45, 0.83, 0.54), (0.18, 1.0, 0.38), (0.52, 0.14, 0.42), (0.41, 0.16, 0.65), (0.6, 0.22, 0.21), (0.1, 0.54, 0.63), (0.12, 0.78, 0.21), (0.19, 0.64, 0.72), (0.12, 0.09, 0.03), (0.99, 0.02, 0.77), (0.54, 0.88, 0.87), (0.48, 0.59, 0.46), (0.17, 0.36, 0.6), (0.13, 0.74, 0.53), (0.15, 0.46, 0.66), (0.51, 0.9, 0.82), (0.87, 0.11, 0.22), (0.19, 0.93, 0.14), (0.62, 0.29, 0.68), (0.12, 0.67, 0.18), (0.93, 0.62, 0.93), (0.92, 0.81, 0.36), (0.83, 0.22, 0.37), (0.28, 0.55, 0.58), (0.01, 0.39, 0.48), (0.34, 0.48, 0.35), (0.31, 0.3, 0.76), (0.29, 0.48, 0.06), (0.12, 0.07, 0.0), (0.12, 0.66, 0.59), (0.38, 0.74, 0.54), (0.13, 0.97, 0.31), (0.75, 0.71, 0.16), (0.27, 0.26, 0.21), (0.16, 0.56, 0.52), (0.19, 0.87, 0.81), (0.18, 0.69, 0.98), (0.45, 0.78, 0.12), (0.68, 0.17, 0.23), (0.76, 0.14, 0.49), (0.01, 0.75, 0.36), (0.94, 0.59, 0.55), (0.12, 0.72, 0.04), (0.95, 0.33, 0.97), (0.99, 0.88, 0.98), (0.77, 0.26, 0.99)]]
o: [1, (-445, -480), (5.5, 3.5), 0.5]
o: [1, (-153, 153), (7.1, -1.5), 0.5]
o: [1, (-15, -217), (3.4, -9.9), 0.5]
o: [1, (257, -20), (0.0, 5.6), 0.5]
o: [1, (429, 39), (4.2, 8.8), 0.5]
o: [1, (-228, 430), (5.1, -0.5), 0.5]
o: [1, (336, 435), (-5.3, 0.2), 0.5]
o: [1, (484, 41), (6.5, -8.8), 0.5]
o: [1, (44, 176), (-8.4, -9.0), 0.5]
o: [1, (-266, 222), (2.0, -9.9), 0.5]
o: [1, (274, 337), (0.8, 0.9), 0.5]
o: [1, (-4, -431), (-2.0, -2.9), 0.5]
o: [1, (118, -133), (-8.5, -1.5), 0.5]
o: [1, (-394, 87), (-8.4, 7.8), 0.5]
o: [1, (-476, -459), (4.1, 1.4), 0.5]
o: [1, (-358, 78), (-9.7, 7.3), 0.5]
o: [1, (334, -46), (0.9, 1.2), 0.5]
o: [1, (-329, -425), (-5.5, 1.4), 0.5]
o: [1, (150, 138), (8.3, -1.3), 0.5]
o: [1, (-198, -28), (3.7, 2.2), 0.5]
o: [1, (-456, -131), (1.4, 8.3), 0.5]
o: [1, (-146, 487), (0.3, -3.1), 0.5]
o: [1, (302, -449), (7.3, 4.3), 0.5]
o: [1, (-405, 383), (-0.7, -7.4), 0.5]
o: [1, (455, -62), (-2.1, -9.6), 0.5]
o: [1, (-346, 48), (-9.8, -7.4), 0.5]
o: [1, (-342, -350), (9.2, 3.2), 0.5]
o: [1, (295, -498), (6.9, 0.1), 0.5]
o: [1, (32, -424), (2.8, 6.3), 0.5]
o: [1, (275, -67), (6.7, 8.7), 0.5]
o: [1, (-13, -236), (-8.5, 8.3), 0.5]
o: [1, (445, -228), (-8.1, 3.5), 0.5]
o: [1, (-20, -64), (3.6, 0.6), 0.5]
o: [1, (389, 15), (2.5, 3.1), 0.5]
o: [1, (-461, 147), (5.5, -7.1), 0.5]
o: [1, (394, -45), (2.3, -1.5), 0.5]
o: [1, (60, -14), (9.7, -5.0), 0.5]
o: [1, (48, 332), (-4.5, 2.5), 0.5]
o: [1, (-230, -296), (7.2, 5.7), 0.5]
o: [1, (-367, -320), (-5.7, 7.2), 0.5]
o: [1, (-215, -167), (3.2, -3.2), 0.5]
o: [1, (-124, 422), (-5.6, 5.7), 0.5]
o: [1, (-235, -208), (-7.6, -4.0), 0.5]
o: [1, (-462, 37), (7.8, -5.1), 0.5]
o: [1, (-136, 187), (1.5, -8.1), 0.5]
o: [1, (-291, -207), (-8.1, 3.4), 0.5]
o: [1, (25, 123), (1.4, -1.9), 0.5]
o: [1, (122, -319), (-7.1, 5.3), 0.5]
o: [1, (-296, -433), (-2.8, -7.1), 0.5]
o: [1, (238, 430), (-9.4, 7.4), 0.5]
o: [1, (-349, -352), (-5.8, -2.8), 0.5]
o: [1, (346, -112), (1.6, 4.8), 0.5]
o: [1, (453, -433), (9.8, 0.7), 0.5]
o: [1, (108, 134), (7.7, -1.2), 0.5]
o: [1, (72, -361), (9.5, -0.7), 0.5]
o: [1, (-397, -201), (4.4, 6.5), 0.5]
o: [1, (-353, -424), (4.9, 0.9), 0.5]
o: [1, (-310, 453), (-6.5, 0.3), 0.5]
o: [1, (-71, -297), (7.1, -2.6), 0.5]
o: [1, (-459, 205), (-5.2, -5.0), 0.5]
o: [1, (236, -228), (-0.3, -8.8), 0.5]
o: [1, (-198, 80), (-3.7, 0.0), 0.5]
o: [1, (-319, -280), (-6.2, 1.7), 0.5]
o: [1, (-306, 422), (0.9, 1.0), 0.5]
o: [1, (193, 1), (0.3, -4.3), 0.5]
o: [1, (-236, -37), (-8.2, 3.7), 0.5]
o: [1, (145, -220), (0.1, -7.2), 0.5]
o: [1, (278, 186), (-6.5, 10.0), 0.5]
o: [1, (-56, -368), (-8.0, -3.9), 0.5]
o: [1, (-227, -135), (3.5, 3.2), 0.5]
o: [1, (-471, -222), (-7.9, -9.9), 0.5]
o: [1, (-355, -11), (0.4, 7.1), 0.5]
o: [1, (65, -288), (-6.6, -2.5), 0.5]
o: [1, (-105, -267), (9.8, -3.9), 0.5]
o: [1, (257, 189), (7.7, -2.5), 0.5]
o: [1, (-148, -247), (6.2, -0.8), 0.5]
o: [1, (-367, -485), (-7.7, -2.4), 0.5]
o: [1, (344, 199), (7.1, 2.2), 0.5]
o: [1, (283, -194), (-6.2, 6.7), 0.5]
o: [1, (-286, 410), (1.3, -1.9), 0.5]
o: [1, (-63, 430), (-3.8, 2.3), 0.5]
o: [1, (-272, -440), (2.4, -0.3), 0.5]
o: [1, (263, -298), (-6.2, 7.3), 0.5]
o: [1, (-436, 387), (1.6, -3.4), 0.5]
o: [1, (-306, 479), (-6.2, -6.9), 0.5]
o: [1, (-207, 256), (-9.2, 9.3), 0.5]
o: [1, (241, -184), (2.9, 9.6), 0.5]
o: [1, (-187, -315), (3.3, 6.8), 0.5]
o: [1, (-96, -33), (-10.0, -8.9), 0.5]
o: [1, (319, 477), (-4.3, -9.3), 0.5]
o: [1, (-219, 336), (-6.6, 0.0), 0.5]
o: [1, (-463, -392), (2.4, 0.2), 0.5]
o: [1, (250, 217), (-3.9, -8.1), 0.5]
o: [1, (127, -155), (4.0, 4.3), 0.5]
o: [1, (-292, -191), (9.3, -5.4), 0.5]
o: [1, (-499, -75), (5.0, 4.1), 0.5]
o: [1, (285, 24), (3.0, 8.4), 0.5]
o: [1, (-294, -396), (-5.8, 7.4), 0.5]
o: [1, (-193, -94), (1.4, -1.2), 0.5]
o: [1, (474, 135), (6.2, 2.3), 0.5]
o: [1, (-463, 172), (-5.8, 5.1), 0.5]
o: [1, (-97, 395), (5.5, -4.7), 0.5]
o: [1, (-389, 199), (7.2, 5.4), 0.5]
o: [1, (23, -93), (-4.7, -9.8), 0.5]
o: [1, (122, 490), (2.8, 5.3), 0.5]
o: [1, (307, 153), (-6.7, -1.2), 0.5]
o: [1, (424, 12), (-5.6, 8.1), 0.5]
o: [1, (-122, 152), (-9.9, 3.3), 0.5]
o: [1, (-223, 474), (-4.4, 0.2), 0.5]
o: [1, (-417, 64), (0.7, 2.3), 0.5]
o: [1, (-311, -379), (3.9, -1.1), 0.5]
o: [1, (57, -30), (1.4, 3.7), 0.5]
o: [1, (421, 346), (1.6, -8.8), 0.5]
o: [1, (-429, -158), (4.1, -0.1), 0.5]
o: [1, (-145, 321), (-5.7, -7.1), 0.5]
o: [1, (352, -319), (-9.3, -1.7), 0.5]
o: [1, (272, -371), (5.7, -4.0), 0.5]
o: [1, (-82, -196), (-6.7, 6.5), 0.5]
o: [1, (-282, -80), (-0.3, -10.0), 0.5]
o: [1, (-284, -274), (-9.3, 6.1), 0.5]
o: [1, (-382, -374), (-8.1, -6.0), 0.5]
o: [1, (210, -456), (3.6, 0.7), 0.5]
o: [1, (300, 120), (6.2, 3.6), 0.5]
o: [1, (-366, 34), (6.5, 5.4), 0.5]
o: [1, (299, 388), (-4.4, -2.3), 0.5]
o: [1, (491, -300), (1.8, 5.0), 0.5]
o: [1, (-466, -416), (-5.7, -3.5), 0.5]
o: [1, (440, 473), (0.5, -8.9), 0.5]
o: [1, (9, -92), (8.5, 4.3), 0.5]
o: [1, (-331, -148), (7.0, 1.2), 0.5]
o: [1, (-313, -260), (9.5, 3.4), 0.5]
o: [1, (-465, 34), (9.4, -7.2), 0.5]
o: [1, (105, 298), (0.6, 3.2), 0.5]
o: [1, (102, -77), (-3.8, -9.2), 0.5]
o: [1, (-199, -171), (7.9, 7.3), 0.5]
